Latitude,Longitude,CA,MG,Na,K,Cl,So4,HCo3,Co3,No3,RS
-12.2927777777778,-40.5477777777778,493.00,606.00,980.00,44.00,383.00,304.00,270.00,0.00,0.50,0.00
-12.3247222222222,-40.3925,68.10,80.30,208.00,34.60,583.00,20.00,196.00,0.00,0.50,0.00
-12.0630555555556,-41.0180555555556,64.70,36.70,59.50,6.70,154.00,22.80,212.00,0.00,0.50,0.00
-12.7472222222222,-40.2008333333333,3.60,0.97,2.30,0.40,3.60,3.80,6.00,0.00,0.00,0.50
-12.7472222222222,-40.2008333333333,6.55,2.78,2.51,0.63,5.40,0.60,29.00,0.00,0.60,0.00
-13.0177777777778,-40.8127777777778,12.20,4.82,3.55,1.01,6.10,0.60,59.00,0.00,0.50,0.00
-12.9819444444444,-41.0819444444445,0.85,0.40,1.40,0.70,2.90,0.00,0.20,3.00,0.00,0.20
-13.045,-41.0877777777778,1.00,0.40,1.40,0.50,2.10,10.20,3.00,0.00,0.20,0.00
-13,-41.4108333333333,0.55,0.25,1.90,0.40,4.40,0.20,3.00,0.00,0.30,0.00
-12.7880555555556,-41.2555555555556,0.17,0.17,1.57,0.16,2.00,0.00,0.10,1.00,0.00,0.50
-12.8197222222222,-40.8308333333333,257.00,181.00,1095.00,66.00,2710.00,76.00,68.00,0.00,0.00,0.50
-12.1261111111111,-40.3286111111111,123.00,128.00,318.00,18.70,995.00,74.50,162.00,0.00,0.00,0.50
-12.1261111111111,-40.4655555555556,3.80,3.45,6.35,6.35,2.60,0.20,51.00,0.00,0.80,0.00
-13.3333333333333,-41.3561111111111,0.60,0.18,3.50,0.20,4.80,0.00,0.20,1.00,0.00,0.40
-12.4052777777778,-41.3836111111111,17.80,5.50,5.35,2.15,11.90,2.90,76.00,0.00,0.00,0.50
-12.4772222222222,-41.1916666666667,12.60,6.10,7.50,2.00,13.90,0.50,66.00,0.00,0.00,0.50
-12.4675,-39.9222222222222,167.00,215.00,453.00,25.00,1570.00,122.00,79.70,0.00,0.00,0.50
-12.3333333333333,-40.1461111111111,154.00,211.00,465.00,27.20,1545.00,118.00,66.40,0.00,0.00,0.50
-12.5313888888889,-40.2283333333333,89.00,120.00,225.00,40.00,869.00,7.80,84.50,0.00,1.00,0.00
-12.9991666666667,-40.5844444444444,5.70,2.25,2.30,0.70,5.80,0.20,30.00,0.00,0.10,0.00
-12.9819444444444,-40.5386111111111,10.40,4.08,3.09,0.86,5.80,0.50,49.00,0.00,0.00,0.50
-12.6022222222222,-39.4747222222222,4.35,2.65,4.65,0.46,11.90,1.30,13.00,0.00,0.00,0.50
-12.8558333333333,-40.3833333333333,8.15,3.28,2.60,0.67,5.40,0.80,36.00,0.00,0.60,0.00
-12.3422222222222,-41.155,20.70,11.10,9.50,2.85,19.30,3.10,112.00,0.00,0.00,0.50
-12.2522222222222,-41.1461111111111,20.90,11.30,9.50,2.80,18.80,3.20,114.00,0.00,0.00,0.50
-12.2069444444444,-41.1369444444444,0.17,0.25,2.60,0.20,4.00,0.50,1.00,0.00,0.00,0.50
-12.0988888888889,-40.4838888888889,3.60,1.70,18.00,3.10,29.00,6.40,18.20,0.00,0.00,0.50
-12.1891666666667,-39.6666666666667,1.00,0.97,12.50,0.50,20.80,8.80,3.00,0.00,0.00,0.50
-12.6755555555556,-40.8675,2.60,2.00,46.00,17.40,63.00,17.80,31.00,0.00,1.00,180.80
-12.9188888888889,-40.1186111111111,2.90,1.60,18.20,0.50,15.00,3.00,40.00,0.00,0.00,0.05
-12.1711111111111,-41.7213888888889,0.95,0.85,5.25,0.90,10.00,0.50,6.00,0.00,1.70,24.89
-12.3241666666667,-40.5202777777778,11.00,10.10,51.00,6.50,107.00,19.00,33.20,0.00,0.50,237.30
-13.3241666666667,-40.6575,2.40,1.20,3.50,0.90,4.30,0.50,14.00,0.00,0.70,27.50
