12.5719444444444,38.8952777777778,9.60
13.1147222222222,38.9027777777778,1.60
12.0302777777778,38.8494444444444,7.20
12.4819444444444,39.2163888888889,8.80
12.1869444444444,39.3452777777778,64.00
12.125,39.1080555555556,210.00
12.9541666666667,38.3563888888889,28.00
12.9875,38.3563888888889,46.00
12.0166666666667,38.6166666666667,4.00
12.0666666666667,38.55,4.80
12.1333333333333,38.65,5.60
12.1166666666667,38.4166666666667,4.00
12.2,38.6166666666667,6.40
12.2,38.5,2.00
12.3166666666667,38.7666666666667,2.40
12.2833333333333,38.6166666666667,4.00
12.2666666666667,38.525,11.20
12.2666666666667,38.3666666666667,4.80
12.2166666666667,38.2166666666667,6.40
12.3166666666667,38.3666666666667,26.40
12.2833333333333,38.2166666666667,8.80
12.35,38.3833333333333,6.40
12.3583333333333,38.2333333333333,1.60
12.4,38.75,4.00
12.4,38,9.60
12.4,38.4666666666667,1.60
12.4333333333333,38.3666666666667,135.20
12.3833333333333,38.15,1.60
12.4833333333333,38.6166666666667,13.60
12.4666666666667,38.55,4.00
12.5333333333333,38.7166666666667,64.00
12.5333333333333,38.5666666666667,16.00
12.5166666666667,38.5,12.00
12.5333333333333,38.3166666666667,2.40
12.6166666666667,33.8166666666667,6.40
12.6,38.5666666666667,3.20
12.6,38.4,1.60
12.6,38.6,60.80
12.6333333333333,38.6166666666667,4.80
12.65,38.4680555555556,10.40
12.65,38.1666666666667,4.00
12.7333333333333,38.7666666666667,2.40
12.6666666666667,38.55,11.20
12.7,38.3166666666667,48.00
12.7833333333333,38.4,6.80
12.8333333333333,38.2666666666667,11.20
12.8666666666667,38.4333333333333,9.60
12,38.3166666666667,3.20
12.0833333333333,38.5,7.20
12.2536111111111,38.9333333333333,2.40
12.2533333333333,38.9333333333333,1.60
12.3333333333333,38.9333333333333,1.60
12.3166666666667,38.9333333333333,2.40
12.3,38.9333333333333,3.20
12.2833333333333,38.9333333333333,2.40
12.2666666666667,38.9333333333333,1.60
12.2644444444444,38.9333333333333,15.20
12.25,38.9333333333333,4.80
12.2527777777778,38.9333333333333,4.40
12.2036111111111,38.8705555555556,3.60
12.2938888888889,38.8402777777778,261.00
12.3380555555556,38.85,20.00
12.3916666666667,38.8138888888889,10.40
12.2694444444444,38.9416666666667,1.60
12.2066666666667,38.9727777777778,4.00
12.7833333333333,38.4,14.00
12.7833333333333,38.4,52.00
12.6805555555556,41.2138888888889,63.60
